customer_id,name,gender,age,email,phone,address,city,state,zipcode,registration_date,total_purchases,product_id,Metal_Type,payment_method,payment_amount,discount_applied,tax_amount,total_amount
1877,Alexandra Erickson,Female,62,lutzjoshua@example.net,+1-907-391-2813x7815,"145 Simpson Harbor
Brendafurt, AS 74019",Kathrynland,Louisiana,37878,8/28/2022,2,31,Platinum,Debit Card,1141.85,74.71,114.19,1181.33
2288,John Williams,Male,39,andrew48@example.net,838-806-7752x77138,"274 Mayer Cape
Novakmouth, NV 74027",South Lauren,Connecticut,17377,8/28/2021,1,86,Platinum,Creadit Card,3581.3,369.97,358.13,3569.46
2289,Elaine James MD,Male,67,james91@example.com,+1-375-905-6386x76066,"910 Gregory Mountains Apt. 869
Ayalaburgh, MN 01324",New Tammyville,Wyoming,17947,8/7/2022,4,45,Platinum,PayPal,3725.91,198.07,372.59,3900.43
497,Ashley Moyer,Female,57,nolanmichael@example.org,714.988.2668,"374 Haynes Burg Suite 874
Branchport, DE 97608",Williamsville,Virginia,25027,7/8/2024,2,67,Gold,Credit Card,4132.59,594.33,413.26,3951.52
2291,Joan Andrews MD,Male,28,klittle@example.org,(552)734-5902x5913,"909 Arnold Spur
Samuelland, MI 02506",North Johnfurt,Mississippi,4313,7/22/2021,2,20,Platinum,Debit Card,4359.07,314.9,435.91,4480.08
2292,Roy Lara,Male,22,smithtiffany@example.net,847.398.3660x8838,"0139 Lambert Run
South Davidburgh, NJ 37130",Ayersview,South Dakota,58895,9/5/2020,1,1,Silver,Debit Card,1945.96,319.69,194.6,1820.87
2293,Phillip Rose,Male,25,alejandra15@example.org,001-656-239-5197x2338,"12870 Jessica Squares
Ortizview, CT 44301",Brownchester,Alaska,19416,9/7/2020,1,37,Gold,Creadit Card,3487.35,820.38,348.74,3015.71
2294,Stephanie Haas,Male,67,charles81@example.org,001-216-702-7107x339,"99400 Smith Estates Apt. 195
South Kenneth, NE 98581",New Lisaborough,Arkansas,67608,8/5/2019,3,27,Gold,Creadit Card,3567.71,456.4,356.77,3468.08
2295,Keith Martin,Male,70,cbaxter@example.org,(771)648-1382,"5132 William Ferry
Tiffanyborough, RI 74036",North Shelley,North Dakota,9126,3/14/2021,2,96,Platinum,Credit Card,914.77,226,91.48,780.25
2296,Christopher Hall,Male,66,andrewskaren@example.com,201.800.0071,"583 Tamara Stravenue Suite 749
West Diana, NV 66319",Roblesmouth,Kansas,38712,7/15/2022,3,44,Silver,Credit Card,1853.59,378.59,185.36,1660.36
2297,Dustin Walker,Female,63,christopher00@example.com,850-243-5883,"442 Parker Roads
Meredithtown, FL 77191",Coffeyview,Georgia,52570,2/12/2023,3,84,Bronze,Debit Card,4370.98,480.27,437.1,4327.81
2298,Dominic Leonard,Male,58,asmith@example.org,658-485-3178x453,"0288 James Islands
East Lindsey, IL 77238",Port Aliceside,Washington,39302,4/26/2023,4,14,Gold,Debit Card,4508.33,230.95,450.83,4728.21
2299,Robert Cox,Female,31,melissawebb@example.net,7548696029,"0877 Olson Spurs
Marilynstad, AR 88785",Karenland,Connecticut,53210,3/10/2022,5,46,Gold,Debit Card,1753.03,251.96,175.3,1676.37
2300,James Williams,Female,21,johncontreras@example.net,(499)409-2177x118,"58787 Taylor Mall Suite 702
Portertown, VI 29230",Stephanieview,Oregon,88143,7/23/2021,2,34,Gold,Credit Card,956.89,128.52,95.69,924.06
85,Clayton Macdonald,Female,38,parsonsgregory@example.net,8329086624,"72117 Gross Inlet
Petershire, GU 35523",Kathleenland,Arkansas,85806,2/2/2022,3,12,Silver,PayPal,3513.79,187.74,351.38,3677.43
2302,Denise Martin,Female,48,jesse92@example.org,771.647.6935,"3254 Gould Common Apt. 777
New Christine, MN 70970",Port Jasonview,Florida,64435,10/4/2022,5,11,Gold,PayPal,210.58,52.27,21.06,179.37
2303,Melissa Welch,Male,53,brownbradley@example.org,(477)530-5475x3825,"490 Paul Falls Apt. 295
North Kenneth, RI 79696",North Feliciahaven,Utah,31757,6/4/2022,2,96,Gold,PayPal,1601.07,278.31,160.11,1482.87
2304,Samantha Flores,Male,30,palmermeghan@example.net,(581)335-2068x011,"35120 Allen Forges
Wardchester, AS 33833",Wilsonfort,Washington,54850,11/28/2020,1,50,Gold,Debit Card,3640.65,219.4,364.07,3785.32
22,Jonathan Vasquez DVM,Female,38,vevans@example.com,3933057608,"50190 Marks Squares Suite 329
Jameschester, NH 94393",Patrickmouth,Nebraska,85436,4/18/2023,4,80,Gold,Creadit Card,1065.28,70.51,106.53,1101.3
2306,Aaron Franklin,Male,22,kyliemiller@example.net,856.557.5167x7736,"3620 Buchanan Turnpike
Amandashire, VA 89911",East Lindsay,Kentucky,71142,6/15/2024,5,67,Gold,Debit Card,2744.5,366.75,274.45,2652.2
2307,Johnny Hayes,Male,68,taylornicholas@example.com,2756262838,"5472 Stevens Pine Apt. 260
Jenkinshaven, WI 64335",Alisonmouth,Oregon,28540,9/8/2023,4,26,Gold,Creadit Card,676.24,89.2,67.62,654.66
2308,Teresa Weaver,Male,47,robingarcia@example.net,(882)690-1317,"08916 Erica Haven Apt. 280
West Sarah, WI 62299",Jacobfurt,Montana,10509,8/6/2019,1,24,Silver,Debit Card,2565.53,354.44,256.55,2467.64
1851,Anthony Hansen,Male,26,jordanjulia@example.net,4589621636,"6548 Harper Roads Apt. 203
South Danielshire, OR 41281",Michaelside,Maryland,5599,8/15/2019,5,33,Silver,Creadit Card,1140.99,172.18,114.1,1082.91
2310,Adam Rollins,Female,28,sheltondavid@example.net,343.987.9207,"4804 Troy Union Suite 328
Port Susanbury, WV 25541",Richardbury,North Dakota,49581,7/27/2021,1,66,Platinum,Debit Card,1192.27,211.7,119.23,1099.8
2311,Timothy Malone,Male,36,farrelllisa@example.net,001-373-793-7388x0841,"656 Thomas Island Apt. 160
Leeshire, NJ 12157",South Markberg,Georgia,42976,1/23/2020,5,30,Bronze,PayPal,191.05,26.92,19.11,183.24
2312,Matthew Cameron,Female,54,fowlerrobert@example.com,562-793-1579,"312 Steven Courts Apt. 712
Lake Walter, MO 45345",Clarkville,Oregon,45921,5/15/2021,5,1,Platinum,Creadit Card,910.9,208.81,91.09,793.18
2313,Dr. Pamela Lloyd,Male,55,tbrown@example.org,518.287.4417x971,"6650 Cynthia Summit Suite 064
East Paul, WY 47723",Stoneside,Indiana,67290,11/26/2022,4,58,Silver,PayPal,286.15,56.85,28.61,257.91
2314,Paula Johnson,Female,41,clynn@example.com,(215)643-0310x9678,"04482 Laura Track Apt. 872
Kingview, KY 84928",North Kent,West Virginia,90526,12/29/2022,2,72,Gold,Debit Card,4380.88,906.81,438.09,3912.16
2315,David Robbins,Female,34,hardyheather@example.net,+1-538-863-7110x2994,"45313 Hill Freeway Suite 960
Lovestad, AR 68164",Kimberlyside,Colorado,69909,9/9/2022,4,66,Gold,Creadit Card,3628.98,384.57,362.9,3607.31
2316,Jerry Nguyen,Female,21,pweber@example.net,414.802.0447x0315,"30327 Kennedy Prairie
Lisaview, FL 63519",Oneillside,Kansas,76415,7/26/2021,5,13,Bronze,Credit Card,1823.6,425.64,182.36,1580.32
2317,Rebecca Lin,Male,60,donaldhoward@example.com,434.728.6986x707,"96049 Joshua Ranch Apt. 839
Connerfurt, OH 94725",Port Erikshire,Hawaii,79664,3/16/2021,4,93,Platinum,Credit Card,378.17,64.54,37.82,351.45
2318,Margaret Small,Male,62,fernandezlori@example.net,(746)704-9150,"1633 Crystal Landing
North Ronaldside, IA 24235",Robertberg,Maine,86597,5/15/2022,3,87,Bronze,Debit Card,1413.92,93.26,141.39,1462.05
2319,Brett Lane,Female,18,martinezholly@example.com,542-467-7373,"96120 Nicholas Gardens Apt. 071
Grantside, ID 41494",Port Michelleport,South Carolina,92530,1/24/2020,1,26,Silver,Creadit Card,3779.03,568.58,377.9,3588.35
2320,Tony George,Male,58,ystrong@example.com,235-704-9672x573,"863 Maria Mews
West Joshua, VI 99903",Schmittfurt,Wisconsin,74189,10/27/2019,1,40,Platinum,Creadit Card,951.91,181.2,95.19,865.9
2321,Kimberly Brandt,Female,56,robertbean@example.net,(304)847-3597,"912 Hill Road Suite 189
Walterville, IA 76496",Camachoburgh,Nevada,27273,7/4/2022,3,94,Gold,Creadit Card,416.77,67.84,41.68,390.61
2322,Fred Hill,Male,30,kmoore@example.net,548-419-3045,"43502 Benjamin Path Suite 432
Greenstad, NJ 77806",Kurtmouth,Indiana,80469,12/21/2020,1,43,Bronze,Credit Card,4974.79,668.2,497.48,4804.07
2323,Matthew Ortiz,Male,21,steven70@example.net,001-895-417-2429x509,"50286 Anderson Ridge Suite 105
Lake Tanner, LA 71641",Veronicahaven,Nevada,29942,3/12/2024,4,100,Bronze,Creadit Card,4650.66,558.99,465.07,4556.74
2324,Alejandro Arellano,Female,70,gabriellaray@example.com,001-770-432-5935,"1619 Brown Crescent Suite 438
Brettburgh, IA 03639",Leetown,New Jersey,62392,5/4/2024,1,8,Platinum,PayPal,4062.4,586.22,406.24,3882.42
1510,Margaret White,Male,24,chadholden@example.org,+1-462-736-6794x38016,"452 Patrick Passage Apt. 838
Port Paul, IN 19038",Davidland,Arizona,84808,3/1/2024,5,50,Platinum,PayPal,3934.92,870.73,393.49,3457.68
2326,Kevin Ellison,Female,35,vhoover@example.com,(378)868-8446x222,"97191 Julie Radial Apt. 355
Greeneside, TX 72322",South Vanessa,Wisconsin,49066,5/16/2024,1,45,Gold,Debit Card,769.24,166.45,76.92,679.71
2327,Jonathan Jones,Male,55,petersenkayla@example.com,744.362.5577x145,"3485 Katrina Ford
Michaelburgh, DE 20798",Garciaview,South Carolina,13455,10/6/2020,3,45,Silver,Credit Card,1614.34,99.2,161.43,1676.57
2328,Amanda Ward,Female,59,tiffany36@example.net,-6219,"09379 Bridget Street
New Robert, NH 65957",Weberview,Massachusetts,79707,5/30/2024,2,89,Silver,PayPal,3834.52,835.73,383.45,3382.24
2329,Colton Griffith,Male,48,stanleymarvin@example.net,759.331.0249x23015,"018 Olsen Burgs Apt. 999
Lake Kennethmouth, DC 36379",Wendybury,Texas,3472,4/1/2023,1,74,Platinum,PayPal,4344.64,991.39,434.46,3787.71
2330,John Smith,Female,29,joycesimmons@example.net,726-275-8525,"7498 Chad Springs Apt. 075
New Ernestport, VI 71874",Jeremyfurt,Hawaii,99413,10/24/2022,5,79,Silver,PayPal,1338.31,116.1,133.83,1356.04
2331,Jason Mitchell,Male,52,ggolden@example.net,001-556-874-8612,"0884 Peggy Cove
Perezton, NC 13008",Daviesstad,New Mexico,15428,12/24/2020,3,39,Bronze,Creadit Card,4789.54,597.51,478.95,4670.98
1095,Dr. Victor Wallace,Female,30,twilson@example.net,741.809.2687,"8191 Ryan Field
Lake Henryville, DE 88483",Leahmouth,North Carolina,62668,7/28/2020,1,59,Silver,Credit Card,463.54,111.15,46.35,398.74
2333,Tanner Potts,Male,67,scottjennifer@example.org,+1-200-792-8812x749,"02428 Mitchell Springs
West Tylerberg, NE 43680",New Margaret,New Jersey,83234,10/10/2021,3,89,Platinum,PayPal,1007.54,196.53,100.75,911.76
2334,Zachary Blair,Female,62,barrdiane@example.net,395.673.7218,"243 Gloria Plaza
Clarkhaven, MA 66474",New Wayne,Washington,41921,10/6/2020,4,41,Bronze,Creadit Card,864.84,157.79,86.48,793.53
2136,Michelle Mccoy,Female,58,hscott@example.org,871.702.9357,"595 Autumn View
North Nathan, NV 10216",New Kelly,Utah,44008,11/12/2019,5,15,Platinum,Creadit Card,3789.89,889.17,378.99,3279.71
1971,Whitney Jenkins,Male,22,mark47@example.org,(939)628-9661,"682 Albert Drive
South Melissa, NE 27855",North Sarah,Iowa,9540,7/23/2021,2,42,Silver,PayPal,2142.57,392.87,214.26,1963.96
2337,Desiree Long,Male,30,wendydaugherty@example.com,+1-679-566-9674x9394,"65077 Hernandez Skyway
Fletcherborough, PA 27373",Port Ericfort,New Hampshire,99024,1/14/2023,1,59,Silver,Debit Card,4512.17,324.14,451.22,4639.25
2338,Christopher Cannon,Male,53,destinyray@example.net,543.281.9999x9011,"19397 Daniel Crossing
West Michaelshire, NM 68321",Garciachester,Delaware,18846,10/15/2022,4,37,Silver,Debit Card,3102.36,543.81,310.24,2868.79
2339,Laura Roberson,Male,32,eric18@example.net,694.793.5585,"USNV Hawkins
FPO AP 03056",Lake Tiffanystad,Wyoming,70061,3/23/2024,1,39,Silver,Credit Card,4215.56,819.39,421.56,3817.73
169,Derrick Sims,Male,55,noblebrenda@example.org,480.982.9942,"USCGC Larson
FPO AA 73197",Lake Jennifer,Utah,47367,8/11/2020,1,42,Gold,Debit Card,3915.42,406.13,391.54,3900.83
2341,Ashley Morgan,Female,53,twhite@example.com,(344)370-8608,"00544 John Pass Suite 449
Schwartzville, IL 58656",East Timothy,Utah,94573,3/9/2021,1,98,Platinum,Credit Card,1843.3,437.8,184.33,1589.83
2342,Ann Martin,Male,38,ybrown@example.com,+1-789-725-1929x346,"46059 John Row Suite 827
Karenview, CO 25430",Lake Steve,Kentucky,65926,2/4/2021,3,89,Platinum,Creadit Card,1477.42,315.6,147.74,1309.56
2343,Henry Hughes,Female,69,diana37@example.com,535.826.5694,"256 Wright Route
Port Brittanyton, NE 04146",North Williamland,Alaska,16517,7/26/2022,5,93,Bronze,Creadit Card,2558.24,240.39,255.82,2573.67
2344,Katrina Morgan,Male,49,melissahernandez@example.org,8554588387,"4464 Lewis Mountain
Nguyenport, MS 19542",Davisview,Kansas,28859,3/30/2023,5,82,Gold,Creadit Card,3483.39,451.32,348.34,3380.41
2345,Lisa Jennings,Male,32,lruiz@example.com,+1-623-680-5502x53572,"86814 Nancy Square
Johnnyhaven, PA 71205",Stevenfurt,North Dakota,76653,11/28/2022,4,68,Platinum,PayPal,3642.09,798.96,364.21,3207.34
2346,Brandy Simmons,Female,28,elijah17@example.org,209.261.7996,"5620 Tucker Lane
Kimport, AR 36581",Reidborough,Georgia,77969,12/14/2021,2,44,Platinum,Debit Card,316.67,27.12,31.67,321.22
2347,Samantha Jarvis,Female,32,rachelkim@example.org,778-962-8429,"565 Larry Walk
Timothyton, WA 06585",South Cory,Ohio,67923,7/3/2021,4,23,Platinum,Debit Card,226.16,19.05,22.62,229.73
1923,William Martinez,Female,35,schmidtangela@example.org,943-746-6270,"71906 Jimmy Oval Suite 182
Murphyborough, OR 99628",South Karlaberg,Arkansas,81584,3/10/2024,5,92,Silver,PayPal,1835.09,458.27,183.51,1560.33
2349,Andrew Shaffer,Female,24,john97@example.com,3303001492,"721 Mccarthy Canyon Suite 884
Lake Monicabury, ND 86418",Aaronview,Connecticut,28373,8/28/2020,1,30,Silver,Credit Card,4208.3,520.98,420.83,4108.15
2350,Alexis Garrett,Female,22,cayers@example.org,570-643-8858x9706,"596 Jay Stream
Gordonstad, VT 06148",Kimberlybury,Nevada,76487,6/18/2021,4,28,Bronze,Debit Card,3043.57,437.97,304.36,2909.96
2351,Brandon Cooper,Male,45,catherine63@example.net,263.888.8363x7247,"USS Wilcox
FPO AA 91828",West Donald,South Carolina,36826,9/10/2019,2,60,Platinum,Creadit Card,1823.93,211.35,182.39,1794.97
2352,Rachael Allen,Male,51,garzadawn@example.net,628-874-8222x44756,"36605 Cortez River Suite 436
North Jessica, NV 62867",Reyesfurt,Mississippi,97296,12/17/2022,1,46,Gold,PayPal,984.91,73.44,98.49,1009.96
2353,Paul Smith,Male,31,asmith@example.com,001-681-425-2595x902,"PSC 9164, Box 4333
APO AP 39280",North Barbara,Kentucky,71357,12/3/2019,1,89,Bronze,PayPal,3815.98,704.43,381.6,3493.15
2354,Charles Welch MD,Female,25,josephlee@example.com,-4152,"908 Paul Plain
Padillaport, AL 72369",New Janeborough,Hawaii,91461,6/29/2023,4,44,Bronze,Credit Card,2092.85,261.23,209.28,2040.9
2355,Kathleen Peck,Female,28,foxtina@example.org,301-754-1761x298,"221 Samantha Freeway
Johnsonhaven, MP 46379",East Kevin,Oklahoma,30372,7/12/2020,1,90,Gold,Debit Card,3712.23,502.3,371.22,3581.15
2356,Janet Smith,Female,53,reginastanton@example.com,(427)381-6495x59812,"92810 Paul Fork
South Bonnietown, OH 93131",North Sheenaport,Ohio,45757,1/30/2022,1,34,Bronze,Creadit Card,3058.01,339.22,305.8,3024.59
2357,Ryan Weber,Male,54,william80@example.net,772-448-1993x5538,"68562 Jennifer Light Suite 739
New Angelicaborough, NC 98319",Lake Patricia,Massachusetts,5220,6/7/2022,3,16,Bronze,Creadit Card,806.38,200.26,80.64,686.76
2358,Lauren Barr,Male,64,leroy36@example.org,001-982-966-3088x1715,"474 Clark Dam
Jensenview, NC 26278",East Erin,Georgia,90162,11/11/2019,4,7,Bronze,PayPal,1342.31,73.88,134.23,1402.66
2359,Beth Barnes,Female,61,jameshines@example.net,(552)669-1017x531,"64975 Nicholas Mall Suite 832
Brooksburgh, OK 39760",North Emily,Arkansas,4223,8/27/2022,5,4,Silver,PayPal,1729.47,335.36,172.95,1567.06
2360,Melissa Sanchez,Male,18,darrellfletcher@example.org,+1-732-211-0834x244,"4402 Amber Land
New Melissamouth, WI 14017",South Marcus,Michigan,3447,9/16/2021,1,46,Silver,PayPal,1021.54,203.34,102.15,920.35
2361,Timothy Cox,Female,57,ginaharrison@example.org,001-951-509-8560x494,"1659 Stewart Lodge
Kelleybury, MP 42430",South Candicefurt,New Jersey,21790,2/11/2021,3,93,Platinum,PayPal,3680.35,715.66,368.04,3332.73
2362,Jeremy Flores DVM,Male,36,xfletcher@example.net,674-347-8790,"48911 Kim Expressway
Maryshire, GU 06830",West Anthony,New Jersey,1823,5/23/2023,2,18,Platinum,PayPal,3394.09,580.58,339.41,3152.92
2363,Phillip Acosta,Male,64,susan33@example.org,4954107535,"392 Ryan Island
Courtneyside, ME 08464",Lake Andrewberg,Colorado,41466,10/6/2019,3,86,Gold,Creadit Card,110.52,18.83,11.05,102.74
2364,Ashley Anderson,Female,25,cookjack@example.org,615.352.2249,"66919 Wells Tunnel
North Melissa, GU 33964",South Deborah,Colorado,13311,7/25/2020,3,18,Gold,Debit Card,4767.82,858.64,476.78,4385.96
2365,Kim Thompson,Female,41,eneal@example.net,9709054445,"613 Carolyn Glen
East Sandratown, OK 62890",Kennethstad,Wisconsin,45763,11/28/2021,4,67,Gold,Debit Card,2435.83,371.98,243.58,2307.43
2366,Catherine Lambert,Male,51,greencrystal@example.net,420.590.3216,"Unit 7656 Box 3681
DPO AE 70842",Port Sarah,Alabama,87744,4/6/2021,2,75,Bronze,PayPal,4854.03,499.03,485.4,4840.4
2367,Kevin Elliott,Female,41,kingmichael@example.org,+1-907-797-1596x96672,"4940 Jorge Summit Suite 351
West Paul, WI 77158",Loriport,Washington,92978,5/7/2024,5,58,Silver,Debit Card,852.48,179.57,85.25,758.16
2368,Marissa Miller,Male,24,edwincampbell@example.net,438.425.8140x698,"5223 Cory Corner
Lake Sabrina, MP 64183",Caitlinview,South Dakota,30928,2/22/2024,2,58,Gold,Creadit Card,2627.56,184.36,262.76,2705.96
2369,Diana Rios,Male,70,gserrano@example.org,001-853-513-3263x4214,"17821 Kristina Shores Apt. 149
Smithhaven, SD 24859",Davisborough,Massachusetts,2639,6/23/2022,2,13,Gold,PayPal,3640.25,365.21,364.03,3639.07
2370,Brooke Fernandez,Male,64,valeriewoodard@example.org,447.681.2653,"8198 Rodriguez Meadow Suite 183
Georgeburgh, MD 09077",North Bradborough,Nevada,68321,11/15/2020,3,30,Gold,PayPal,3315.16,827.29,331.52,2819.39
2371,Brooke Schmidt,Female,20,marshallhannah@example.com,306-851-8954x20937,"8676 Mary Causeway
Lake Janice, OK 36030",Karenburgh,Arizona,66892,11/12/2022,1,4,Platinum,Creadit Card,2779.36,172.27,277.94,2885.03
2372,Misty Lopez,Female,32,michael38@example.com,468-483-2837,"97454 Catherine Plaza Apt. 868
Brendaton, ID 60315",North Justinbury,Kentucky,61581,3/16/2024,2,46,Platinum,Debit Card,3635.13,584.96,363.51,3413.68
2373,Emily Watson,Male,63,seth58@example.com,234.200.3895,"PSC 2582, Box 5018
APO AP 12708",Acostaborough,Missouri,25437,7/11/2024,5,52,Gold,Debit Card,4976.5,1208.78,497.65,4265.37
2374,Michelle Tanner,Male,31,benjamin87@example.com,(612)507-5622x7550,"069 Mccoy Stream
Shirleyland, NM 62907",North Christopher,West Virginia,63578,6/15/2024,5,54,Bronze,Credit Card,2693.95,532.45,269.39,2430.89
2375,Amy Wong,Female,59,zlowe@example.org,(645)460-7481,"3835 Carson Circles Apt. 833
Owensville, IA 45262",Lake Kimberly,Louisiana,50640,11/24/2020,1,44,Platinum,Credit Card,1733.73,286.91,173.37,1620.19
2376,Joseph Hayes,Female,63,philipjohnson@example.net,978-513-2447x4581,"91215 Vincent Crest Suite 956
Brandonshire, MN 45685",Davidberg,Alabama,16766,11/17/2022,3,92,Platinum,Creadit Card,2867.04,672.56,286.7,2481.18
2377,Christopher Soto,Male,51,valenciajennifer@example.net,492.439.5346,"53077 Gerald Station
Lake James, MP 67577",Claudiaside,Arizona,31139,7/27/2023,2,33,Silver,Credit Card,4567.06,1064.02,456.71,3959.75
2378,Christopher Cooper,Male,50,jennifer20@example.com,001-856-964-1384x4702,"68623 Sherry Ways Apt. 526
Aprilberg, FM 49608",Sullivanland,Alabama,28010,1/1/2021,5,70,Bronze,Creadit Card,3442.87,859.1,344.29,2928.06
2379,Sydney Carr,Male,67,zsmith@example.org,688.216.3950x3625,"54035 Erica Underpass Apt. 955
Frankfurt, OK 54736",Port Tyler,Arkansas,31289,4/9/2023,4,99,Gold,Creadit Card,4353.9,685.86,435.39,4103.43
2380,Jose Adams,Female,69,mayerthomas@example.net,001-555-313-5999x3481,"20551 Francis Prairie Apt. 314
North Robertmouth, PA 86713",Pinedamouth,Nevada,5847,10/6/2019,4,23,Silver,Debit Card,2089.62,251.75,208.96,2046.83
2381,Samuel Lee,Female,60,amanda88@example.net,788-542-1448x3377,"433 Cassandra Well Apt. 198
Morenoburgh, VA 89875",New Nancyshire,Tennessee,14695,2/3/2021,2,84,Gold,Creadit Card,3522.41,476.81,352.24,3397.84
2382,Christopher Young,Male,33,zbryant@example.org,(504)934-2742x9752,"1679 Jeremy Prairie
East Davidchester, OR 99089",West Courtney,Nebraska,23831,12/10/2022,5,32,Gold,Debit Card,2295.05,562.82,229.51,1961.74
2383,Sabrina Liu,Male,23,nicholas16@example.net,886-560-8928x475,"0931 Leah Glens Suite 462
Gutierrezmouth, RI 42522",North William,Nebraska,77281,11/8/2020,1,6,Bronze,Debit Card,2449.57,129.01,244.96,2565.52
2384,Theodore Sherman,Male,40,benjamin25@example.net,509.407.5462,"PSC 0722, Box 9573
APO AP 68983",Lake Melanieburgh,New Mexico,65885,6/3/2024,1,72,Bronze,Creadit Card,1022.38,80.12,102.24,1044.5
2385,Patrick Rose,Male,54,ruizstephanie@example.com,-1510,"673 Williams Burg Apt. 088
Huertaport, ID 24645",Chapmanshire,Rhode Island,18394,6/22/2020,1,42,Silver,Credit Card,4961.64,909.69,496.16,4548.11
2386,Sharon Miller,Female,25,wbradford@example.com,411-369-7130,"132 Johnson Island Suite 054
Rodriguezstad, IA 56355",Hernandezborough,Alabama,28885,12/15/2020,2,27,Gold,Debit Card,1361.19,340.17,136.12,1157.14
1246,Valerie Irwin,Male,57,thomasramos@example.com,+1-239-584-3910x403,"589 Bender Pines Suite 093
Smithview, CT 38187",Bruceside,Nevada,26265,7/14/2023,5,99,Gold,Debit Card,134.25,25.83,13.43,121.85
2388,Maria Holloway,Female,25,georgemack@example.net,001-416-783-4396x92809,"USNV Mccarthy
FPO AA 69082",South Jeremybury,Vermont,87758,2/25/2021,2,52,Gold,PayPal,2839.44,681.68,283.94,2441.7
2389,Sherry Khan,Female,61,maxwellrios@example.com,(725)426-6880x788,"1184 Rebecca Fords Suite 460
Stevenmouth, AL 95492",Crawfordhaven,Alabama,46750,1/25/2022,4,73,Silver,Credit Card,58.18,11.46,5.82,52.54
2390,Joshua Ward,Male,57,daniel53@example.org,681.563.9219x505,"38383 Roach Inlet Suite 074
Donnashire, NH 45851",Ashleychester,Pennsylvania,5191,11/14/2019,5,46,Gold,Debit Card,2831.89,219.65,283.19,2895.43
2391,Suzanne Thompson,Male,47,robinpierce@example.net,+1-771-670-3001x310,"474 Smith Creek Suite 011
Anthonyside, MP 66444",West Catherineburgh,Nebraska,93103,7/27/2021,5,8,Platinum,Creadit Card,1010.41,241.32,101.04,870.13
2392,Julian Fleming,Male,61,ortegamegan@example.net,+1-365-914-1674x2127,"024 Pamela Plaza Suite 520
Hughesmouth, NJ 37286",North Williamshire,Kentucky,55939,4/1/2020,1,96,Bronze,Creadit Card,822.84,60.06,82.28,845.06
2393,Cheryl Carpenter,Male,46,danielherrera@example.com,+1-635-818-6072x87812,"PSC 2430, Box 6137
APO AA 57951",Claytonton,South Dakota,72030,2/27/2023,4,73,Silver,Creadit Card,325.25,27.84,32.52,329.93
2394,Amanda Sanders,Male,40,andersonsamantha@example.net,-3851,"580 Karen Lodge
Lake Max, OK 86571",Youngmouth,Mississippi,93957,1/9/2024,2,78,Bronze,PayPal,4410.22,866.66,441.02,3984.58
2395,Kenneth Adams,Female,26,harveyandrea@example.org,+1-641-409-2038x59671,"70155 Yang Trafficway Suite 825
New Karen, AS 23959",Port Pamela,Hawaii,11676,11/12/2019,3,22,Gold,Debit Card,2251.57,239.82,225.16,2236.91
2396,Joshua Leon,Male,70,dana92@example.net,924.635.8174,"092 Andrew Neck
Barberchester, ND 55926",Lake Jennifer,Alabama,68425,11/21/2020,4,59,Bronze,PayPal,2392.48,479.61,239.25,2152.12
2397,Renee Michael,Male,42,kingconnor@example.com,001-788-589-1034x5531,"210 Dale Ports
Michaelstad, MA 38234",Ashleyfurt,Connecticut,13543,7/31/2024,4,55,Platinum,Credit Card,638.91,150.84,63.89,551.96
1348,Mary Pace,Female,55,dixonjames@example.com,861-957-6889x087,"99356 Ryan View
New Brenda, MP 40264",Bowmanchester,Louisiana,54335,8/16/2021,1,92,Platinum,Credit Card,4877.93,812.01,487.79,4553.71
2399,Carolyn Harvey,Male,43,klewis@example.net,999-235-2065x7869,"81574 Price River
Burchview, NM 83443",Coxborough,Rhode Island,66928,7/12/2023,5,2,Silver,Debit Card,1273.08,286.65,127.31,1113.74
2400,Randy Woodard,Female,44,lenatalie@example.net,736-303-7245,"2038 Scott Hollow Suite 392
Robertsfurt, ME 41399",Woodton,Georgia,74725,3/20/2021,3,29,Platinum,Creadit Card,766.91,93.15,76.69,750.45
2401,Joanna Holt,Female,66,jrogers@example.org,713-286-9160,"41302 Williams Forest Apt. 920
New Erin, MI 68808",Fieldsfurt,Wisconsin,60164,9/13/2019,3,82,Gold,Creadit Card,1810.83,367.93,181.08,1623.98
2402,Donald Townsend,Male,19,wendysandoval@example.net,284-652-5845x4957,"19326 Julia Ville Suite 590
West Parker, MN 06924",Port Josephview,Nevada,21726,4/1/2022,1,34,Platinum,Credit Card,3583.71,589.23,358.37,3352.85
2403,Eric Thompson,Female,70,ashley20@example.com,281.311.7195,"755 Justin Turnpike
East Joshua, AR 82856",Masonport,Kansas,79396,2/14/2021,4,62,Platinum,Creadit Card,3368.67,638.29,336.87,3067.25
2404,John Hodge,Female,57,justin85@example.org,001-299-476-3045,"9244 Chambers Mountain Apt. 790
Port Bryanville, AL 57971",East Russell,Maine,8820,3/26/2022,3,100,Silver,Debit Card,813.65,102.37,81.37,792.65
2405,Jeffrey Young,Female,24,rjohnson@example.org,(839)554-5732,"74823 Brown Fords
Campbellmouth, AS 08221",Alvarezburgh,Connecticut,90474,11/15/2022,4,51,Platinum,Creadit Card,4678.64,660.82,467.86,4485.68
